id,lon,lat,region,country,tce.10.20,tce.10.25,tce.20.25,tce.30.25,tce.10.30,tce.10.mean,tce.20.mean,tce.30.mean,cloud,albedo,lai,lai2,gdp,prec,solar,vpd,ws,mswx_prec,mswx_solar,mswx_vpd,mswx_ws,trend_lai,sd
670,-97.8453988898616,22.272906386399,CAM,Mexico,0.130512583763637,0.178235405036642,0.0854325254258177,0.0555825920380454,0.225958226309647,0.179165143695187,0.0859248576588646,0.0559170707001134,0.55769664475,0.146538182415586,0.644447901625,0.814232438,0.34225,900.969104125,209.203338525,0.6425742385,1.9261384695,966.354789402174,222.202268393143,0.647024763870743,2.72895556267189,0.027081579,10.48290055
692,-98.2019419654347,19.0533968118735,CAM,Mexico,0.182798856460573,0.205685879716508,0.0985469931519035,0.0640657750342126,0.228572902972444,0.166545589637535,0.0789669934275073,0.0510347902727857,0.587324998666667,0.147793874550998,0.532952807333333,0.574119664666667,0.670666666666667,919.7212765,240.8088096,0.582709799,0.728346681666667,837.237382629108,250.287484880904,0.635831909027639,1.79736795489777,0.015174009,36.1402514
694,-98.289255604351,26.0552808898778,NA,United States,0.136396495691673,0.165844938042076,0.0798121590814163,0.052028669149878,0.19529338039248,0.170428653469459,0.0820355708399577,0.053481894934016,0.376753411,0.176782156135431,0.5118135705,0.51285836,0.423,615.920685,238.6116249,1.184285387,3.559618888,635.532805429864,242.697707715617,1.04853854636409,3.53516212200148,0.0154944,10.8342953
801,-99.1067671573944,19.4675510587923,CAM,Mexico,0.376448944666381,0.437748976031573,0.202591464143428,0.129187075115672,0.499049007396764,0.318265747756153,0.141940708620777,0.088443786869007,0.63217851625,0.130513773322459,0.685658592125,0.6585955235,2.05,832.1129213,233.335198975,0.527819508,0.87851697125,680.052040711948,239.886809542292,0.579555468353703,1.47723953229316,0.012107274,98.46718387
867,-99.6345731198743,19.3040314848505,CAM,Mexico,0.197172207008314,0.221525174712916,0.105745931130948,0.0686216071329706,0.245878142417519,0.16603022166674,0.0783751527369343,0.0505274436466539,0.640433670666667,0.13775751732601,0.721120656666667,0.703008052,0.552,1296.34479133333,228.180759366667,0.376574404666667,0.558996885,944.947269303202,235.30128981883,0.400760994937888,1.34650294030903,0.014185165,40.80084861
880,-99.866069544692,16.8760222672579,CAM,Mexico,0.170335993730494,0.182512608520269,0.0871051948389734,0.0565129377205382,0.194689223310044,0.186601185264972,0.0891268073473378,0.0578515100916783,0.654005344666667,0.137417423495711,0.881021197166667,0.826759346,0.275333333333333,1329.86985166667,164.961071733333,0.611222024,0.711417084,1251.69801051051,222.911097987636,0.751835733546864,1.97863264985987,0.000792,80.86710827
936,-100.408425582148,20.599754629503,CAM,Mexico,0.234308595698184,0.187568302182321,0.0903645246175748,0.0589527027290999,0.140828008666457,0.258840500592881,0.12248377612987,0.0790648239241644,0.550691462,0.155416050608131,0.55997607175,0.583889647,0.4025,627.8710005,247.3117309,0.7385477515,1.5906580755,598.273316062176,255.328489629716,0.71860836356823,2.64571189077407,0.009955891,42.33947002
979,-100.977734623089,25.4669445789104,CAM,Mexico,0.199209410476592,0.226571553708866,0.108491530773793,0.0705169723130709,0.253933696941139,0.19678210434428,0.0939283738911396,0.0609204311676433,0.40374656125,0.171007273470881,0.398939216375,0.507882677,0.36975,430.2218446,261.843832575,0.9644680225,1.10322618,302.752884615385,262.41144909981,0.882885906665436,2.66294404543363,0.013810654,91.03317032
987,-100.957927288643,22.1334542628262,CAM,Mexico,0.246182993579382,0.319942292306665,0.150702703983397,0.0970257796813665,0.393701591033947,0.21534340047026,0.101849762410286,0.0657372311218688,0.4620291595,0.175620132771407,0.345720748,0.392811967,0.3125,372.22212435,258.2670275,0.770418754,2.18813576,288.905190677966,261.563563007419,0.714916164676516,2.3666136684054,0.018083138,24.05654533
1000,-101.193060118649,19.7003248775991,CAM,Mexico,0.399219788025629,0.355926757232349,0.1674912116947,0.107721277888466,0.312633726439068,0.424079680573117,0.191159569556202,0.119789005363813,0.577806808,0.140188256211696,0.619426010333333,0.620847483,0.545666666666667,719.179179,229.6838728,0.612713961666667,0.426008522,756.253771551724,232.472100663459,0.619576323901374,1.74022646950579,0.017524611,29.78604355
1017,-101.431564041673,26.8689965056711,CAM,Mexico,0.0702381978984665,0.0525444304779887,0.0259541372407748,0.0171800748618618,0.034850663057511,0.0488492924307243,0.0241274715005677,0.0159703205984295,0.368776403,0.168628091799605,0.36908307875,0.3309026955,0.1305,441.446519,246.7513985,1.522552984,1.2221768705,323.160714285714,247.07966889881,1.3773478446693,2.42834821428571,0.013336093,55.21457013
1064,-102.297450121706,21.8987184710802,CAM,Mexico,0.275330945864976,0.460328794589083,0.210104582903024,0.13302750528638,0.645326643313189,0.210531586594278,0.101905150501419,0.0666107874872586,0.550741013,0.175852460110158,0.4456359785,0.439371652,0.766,479.0462243,263.4755955,0.92913464,1.393941355,409.33984375,263.023824310303,0.869797326327029,2.4766926586628,0.016140796,28.48249436
1132,-103.350498045889,20.6593069947926,CAM,Mexico,0.242756441894114,0.295751701286013,0.13786955387958,0.088418085733662,0.348746960677911,0.246654206258395,0.113397721487421,0.0721128426749349,0.594197663666667,0.156590307755029,0.648213047,0.560822180333333,0.887666666666667,726.875913766667,242.380403666667,0.803294417333333,0.38783649,730.093685139062,245.354611014766,0.832302568427717,1.57155459651615,0.008541865,47.97015776
1174,-105.234401388113,20.6599892609898,CAM,Mexico,0.132003445634801,0.164373862543963,0.0785727646924989,0.0510932209414204,0.196744279453125,0.168777568285872,0.0806132509493586,0.052406667414699,0.661156666666667,0.149466610084911,1.04651186633333,1.219176902,0.162666666666667,1255.36089133333,197.340934766667,0.457294203666667,0.693796163,988.227651515152,205.115215879498,0.589641046788116,1.3685290275198,0.026445969,15.67740175
1200,-107.406393813435,24.7983530281916,CAM,Mexico,0.0207779090529046,0.0521759201190044,0.0256583423097955,0.0169396384816914,0.0835739311851043,0.0633955550808913,0.0309807151771781,0.0203795625308805,0.577851787,0.164109802115788,0.55856098525,0.564947617,0.446,602.39574795,208.06597355,0.857149633,0.3655052495,532.017113095238,211.598000117711,0.752619945928495,1.31354167158642,0.007308064,24.70849508
1266,-116.615697197269,31.8326924936354,CAM,Mexico,0.216416275963602,0.241194992199024,0.114657847233152,0.0742137620870432,0.265973708434447,0.191513247416761,0.0898865855432377,0.0577501949828121,0.4882038555,0.146027771512143,0.37116394325,0.339857026,0.255,203.92244125,122.24363625,0.5168064315,1.6397804205,166.74655720339,261.468030121367,0.466987993400424,1.87739229151758,0.008507045,52.19086148
1269,-116.958896371809,32.4070849142331,NA,United States,0.121405112472126,0.123231561692707,0.060742096851062,0.0401166865220404,0.125058010913289,0.120173437314225,0.0576606891496132,0.0375214482258669,0.424806067,0.159256957689917,0.473586412166667,0.366927385333333,0.63,236.39666705,225.610140566667,0.412325973,1.54314183833333,200.722095300261,243.749059426463,0.435788525949668,2.09326951300403,0.007269392,83.9478195
